TMAX,TMIN,ADPT,ASLP,ASTP,AWBT,AWND,RHAV,RHMN,RHMX,WDF2,WDF5,WSF2,WSF5,Rain,month,dayofweek,month_sin,month_cos
272.0,122.0,111.0,10234.0,9993.0,150.0,18.0,58.0,33.0,87.0,10.0,210.0,54.0,58.0,0,7,0,-0.4999999999999997,-0.8660254037844388
272.0,111.0,111.0,10257.0,10027.0,150.0,28.0,58.0,36.0,83.0,180.0,180.0,67.0,94.0,0,7,1,-0.4999999999999997,-0.8660254037844388
211.0,161.0,139.0,10203.0,9980.0,161.0,48.0,75.0,50.0,93.0,180.0,170.0,98.0,134.0,1,7,2,-0.4999999999999997,-0.8660254037844388
283.0,194.0,189.0,10159.0,9936.0,206.0,32.0,78.0,60.0,93.0,150.0,150.0,76.0,89.0,0,7,3,-0.4999999999999997,-0.8660254037844388
267.0,139.0,167.0,10115.0,9888.0,183.0,37.0,73.0,50.0,90.0,250.0,250.0,89.0,130.0,1,7,4,-0.4999999999999997,-0.8660254037844388
283.0,128.0,133.0,10173.0,9942.0,167.0,22.0,66.0,35.0,90.0,250.0,230.0,63.0,81.0,0,7,5,-0.4999999999999997,-0.8660254037844388
278.0,144.0,156.0,10176.0,9949.0,178.0,14.0,72.0,45.0,90.0,180.0,160.0,36.0,45.0,0,7,6,-0.4999999999999997,-0.8660254037844388
289.0,178.0,167.0,10122.0,9902.0,189.0,15.0,70.0,47.0,91.0,180.0,200.0,54.0,67.0,0,7,0,-0.4999999999999997,-0.8660254037844388
239.0,144.0,144.0,10102.0,9871.0,161.0,26.0,72.0,55.0,93.0,340.0,330.0,67.0,94.0,0,7,1,-0.4999999999999997,-0.8660254037844388
161.0,133.0,122.0,10132.0,9898.0,133.0,36.0,85.0,78.0,90.0,20.0,30.0,67.0,98.0,1,7,2,-0.4999999999999997,-0.8660254037844388
239.0,117.0,117.0,10146.0,9912.0,133.0,24.0,74.0,48.0,93.0,330.0,330.0,72.0,98.0,1,7,3,-0.4999999999999997,-0.8660254037844388
244.0,100.0,111.0,10176.0,9939.0,133.0,10.0,75.0,46.0,93.0,360.0,360.0,89.0,116.0,1,7,4,-0.4999999999999997,-0.8660254037844388
272.0,100.0,122.0,10169.0,9942.0,150.0,13.0,64.0,38.0,93.0,160.0,160.0,54.0,63.0,0,7,5,-0.4999999999999997,-0.8660254037844388
217.0,139.0,139.0,10108.0,9888.0,156.0,42.0,77.0,57.0,87.0,170.0,190.0,98.0,130.0,1,7,6,-0.4999999999999997,-0.8660254037844388
261.0,172.0,156.0,10081.0,9854.0,178.0,20.0,71.0,50.0,90.0,340.0,340.0,54.0,76.0,0,7,0,-0.4999999999999997,-0.8660254037844388
228.0,111.0,117.0,10112.0,9878.0,144.0,26.0,67.0,46.0,86.0,330.0,340.0,67.0,94.0,0,7,1,-0.4999999999999997,-0.8660254037844388
217.0,89.0,67.0,10146.0,9915.0,111.0,29.0,59.0,31.0,83.0,350.0,350.0,81.0,107.0,0,7,2,-0.4999999999999997,-0.8660254037844388
244.0,78.0,89.0,10112.0,9892.0,122.0,31.0,60.0,40.0,84.0,220.0,230.0,72.0,94.0,1,7,3,-0.4999999999999997,-0.8660254037844388
194.0,122.0,122.0,10030.0,9807.0,139.0,31.0,80.0,59.0,90.0,350.0,330.0,67.0,94.0,1,7,4,-0.4999999999999997,-0.8660254037844388
222.0,111.0,89.0,10064.0,9827.0,122.0,34.0,63.0,47.0,80.0,300.0,300.0,67.0,98.0,0,7,5,-0.4999999999999997,-0.8660254037844388
239.0,83.0,89.0,10108.0,9875.0,128.0,25.0,61.0,38.0,86.0,240.0,230.0,67.0,85.0,0,8,6,-0.8660254037844385,-0.5000000000000004
194.0,117.0,122.0,10108.0,9878.0,139.0,10.0,82.0,68.0,90.0,250.0,210.0,31.0,40.0,1,8,0,-0.8660254037844385,-0.5000000000000004
261.0,100.0,111.0,10142.0,9909.0,144.0,37.0,63.0,40.0,89.0,240.0,230.0,98.0,134.0,0,8,1,-0.8660254037844385,-0.5000000000000004
256.0,128.0,144.0,10207.0,9970.0,167.0,14.0,74.0,56.0,90.0,180.0,170.0,40.0,49.0,0,8,2,-0.8660254037844385,-0.5000000000000004
239.0,167.0,161.0,10203.0,9976.0,172.0,25.0,79.0,54.0,93.0,170.0,170.0,58.0,67.0,1,8,3,-0.8660254037844385,-0.5000000000000004
294.0,172.0,167.0,10163.0,9936.0,189.0,20.0,72.0,42.0,93.0,240.0,230.0,63.0,81.0,1,8,4,-0.8660254037844385,-0.5000000000000004
272.0,172.0,167.0,10142.0,9915.0,183.0,20.0,74.0,56.0,87.0,250.0,220.0,58.0,72.0,1,8,5,-0.8660254037844385,-0.5000000000000004
261.0,139.0,111.0,10203.0,9966.0,150.0,22.0,59.0,33.0,86.0,20.0,10.0,54.0,72.0,0,8,6,-0.8660254037844385,-0.5000000000000004
239.0,139.0,122.0,10237.0,10003.0,156.0,26.0,66.0,46.0,81.0,160.0,140.0,58.0,76.0,0,8,0,-0.8660254037844385,-0.5000000000000004
278.0,178.0,178.0,10196.0,9970.0,194.0,38.0,76.0,60.0,87.0,150.0,140.0,72.0,85.0,0,8,1,-0.8660254037844385,-0.5000000000000004
244.0,206.0,189.0,10149.0,9925.0,200.0,38.0,81.0,71.0,90.0,150.0,150.0,63.0,76.0,1,8,2,-0.8660254037844385,-0.5000000000000004
306.0,211.0,211.0,10112.0,9888.0,222.0,33.0,81.0,65.0,94.0,250.0,230.0,72.0,112.0,1,8,3,-0.8660254037844385,-0.5000000000000004
333.0,211.0,189.0,10132.0,9902.0,217.0,23.0,65.0,39.0,90.0,180.0,240.0,58.0,67.0,0,8,4,-0.8660254037844385,-0.5000000000000004
278.0,172.0,183.0,10135.0,9909.0,200.0,19.0,77.0,65.0,87.0,260.0,240.0,67.0,116.0,1,8,5,-0.8660254037844385,-0.5000000000000004
233.0,106.0,94.0,10196.0,9959.0,133.0,30.0,59.0,38.0,83.0,330.0,310.0,72.0,107.0,0,8,6,-0.8660254037844385,-0.5000000000000004
267.0,89.0,94.0,10213.0,9980.0,133.0,16.0,59.0,34.0,90.0,220.0,220.0,54.0,67.0,0,8,0,-0.8660254037844385,-0.5000000000000004
306.0,122.0,139.0,10196.0,9966.0,172.0,23.0,63.0,42.0,90.0,220.0,220.0,54.0,76.0,0,8,1,-0.8660254037844385,-0.5000000000000004
272.0,183.0,178.0,10196.0,9966.0,194.0,20.0,75.0,66.0,87.0,200.0,180.0,54.0,67.0,0,8,2,-0.8660254037844385,-0.5000000000000004
328.0,189.0,183.0,10146.0,9922.0,206.0,14.0,68.0,37.0,93.0,240.0,230.0,54.0,63.0,0,8,3,-0.8660254037844385,-0.5000000000000004
311.0,183.0,172.0,10108.0,9881.0,200.0,26.0,64.0,46.0,93.0,330.0,330.0,63.0,89.0,0,8,4,-0.8660254037844385,-0.5000000000000004
289.0,167.0,144.0,10166.0,9936.0,178.0,15.0,62.0,42.0,84.0,130.0,130.0,40.0,54.0,0,8,5,-0.8660254037844385,-0.5000000000000004
278.0,167.0,167.0,10176.0,9949.0,189.0,25.0,70.0,49.0,87.0,200.0,150.0,67.0,94.0,0,8,6,-0.8660254037844385,-0.5000000000000004
233.0,183.0,183.0,10149.0,9919.0,189.0,22.0,84.0,76.0,93.0,170.0,160.0,45.0,63.0,1,8,0,-0.8660254037844385,-0.5000000000000004
294.0,200.0,200.0,10095.0,9865.0,211.0,21.0,78.0,57.0,93.0,300.0,300.0,81.0,116.0,1,8,1,-0.8660254037844385,-0.5000000000000004
311.0,167.0,167.0,10159.0,9925.0,194.0,10.0,67.0,40.0,93.0,210.0,200.0,54.0,72.0,0,8,2,-0.8660254037844385,-0.5000000000000004
322.0,194.0,178.0,10142.0,9915.0,206.0,30.0,66.0,45.0,91.0,240.0,240.0,81.0,112.0,0,8,3,-0.8660254037844385,-0.5000000000000004
211.0,89.0,83.0,10203.0,9959.0,122.0,43.0,57.0,42.0,77.0,10.0,10.0,98.0,130.0,0,8,4,-0.8660254037844385,-0.5000000000000004
222.0,67.0,72.0,10274.0,10037.0,106.0,11.0,64.0,36.0,90.0,240.0,250.0,36.0,54.0,0,8,5,-0.8660254037844385,-0.5000000000000004
206.0,72.0,100.0,10210.0,9990.0,122.0,24.0,73.0,59.0,90.0,200.0,140.0,58.0,81.0,0,8,6,-0.8660254037844385,-0.5000000000000004
217.0,139.0,156.0,10064.0,9848.0,161.0,32.0,89.0,84.0,93.0,180.0,180.0,58.0,76.0,1,8,0,-0.8660254037844385,-0.5000000000000004
267.0,139.0,122.0,10024.0,9797.0,156.0,33.0,63.0,39.0,93.0,240.0,250.0,94.0,125.0,0,8,1,-0.8660254037844385,-0.5000000000000004
200.0,122.0,106.0,10081.0,9844.0,128.0,18.0,69.0,52.0,81.0,250.0,240.0,58.0,76.0,0,9,2,-1.0,-1.8369701987210292e-16
167.0,111.0,106.0,10098.0,9871.0,122.0,32.0,81.0,65.0,90.0,360.0,360.0,72.0,98.0,1,9,3,-1.0,-1.8369701987210292e-16
144.0,94.0,83.0,10102.0,9871.0,106.0,42.0,77.0,67.0,87.0,340.0,330.0,81.0,116.0,1,9,4,-1.0,-1.8369701987210292e-16
178.0,72.0,61.0,10115.0,9878.0,89.0,37.0,68.0,52.0,86.0,360.0,350.0,89.0,125.0,0,9,5,-1.0,-1.8369701987210292e-16
183.0,39.0,78.0,10119.0,9892.0,100.0,29.0,77.0,58.0,93.0,160.0,160.0,72.0,94.0,1,9,6,-1.0,-1.8369701987210292e-16
244.0,139.0,139.0,10044.0,9821.0,156.0,27.0,81.0,50.0,90.0,10.0,180.0,54.0,76.0,1,9,0,-1.0,-1.8369701987210292e-16
211.0,111.0,111.0,10078.0,9837.0,133.0,34.0,74.0,55.0,93.0,250.0,250.0,72.0,94.0,0,9,1,-1.0,-1.8369701987210292e-16
256.0,89.0,128.0,10105.0,9878.0,150.0,47.0,71.0,50.0,89.0,180.0,210.0,98.0,139.0,0,9,2,-1.0,-1.8369701987210292e-16
189.0,150.0,156.0,10091.0,9865.0,161.0,21.0,89.0,84.0,93.0,170.0,180.0,54.0,76.0,1,9,3,-1.0,-1.8369701987210292e-16
194.0,94.0,122.0,10058.0,9831.0,133.0,24.0,81.0,65.0,93.0,330.0,330.0,67.0,89.0,1,9,4,-1.0,-1.8369701987210292e-16
206.0,78.0,72.0,10135.0,9898.0,111.0,30.0,65.0,42.0,83.0,240.0,250.0,72.0,98.0,0,9,5,-1.0,-1.8369701987210292e-16
233.0,100.0,111.0,10098.0,9871.0,128.0,34.0,75.0,47.0,90.0,240.0,250.0,98.0,148.0,1,9,6,-1.0,-1.8369701987210292e-16
206.0,83.0,78.0,10122.0,9888.0,106.0,26.0,67.0,45.0,86.0,310.0,310.0,67.0,94.0,0,9,0,-1.0,-1.8369701987210292e-16
167.0,83.0,50.0,10183.0,9946.0,89.0,22.0,64.0,41.0,80.0,10.0,20.0,63.0,76.0,0,9,1,-1.0,-1.8369701987210292e-16
172.0,100.0,117.0,10132.0,9898.0,128.0,44.0,85.0,77.0,93.0,180.0,180.0,98.0,143.0,1,9,2,-1.0,-1.8369701987210292e-16
222.0,106.0,89.0,10240.0,9997.0,122.0,16.0,66.0,34.0,86.0,300.0,300.0,45.0,63.0,0,9,3,-1.0,-1.8369701987210292e-16
228.0,72.0,106.0,10247.0,10024.0,133.0,26.0,70.0,44.0,90.0,180.0,180.0,67.0,94.0,0,9,4,-1.0,-1.8369701987210292e-16
239.0,100.0,117.0,10173.0,9942.0,144.0,34.0,72.0,46.0,90.0,340.0,310.0,76.0,107.0,1,9,5,-1.0,-1.8369701987210292e-16
194.0,67.0,56.0,10217.0,9980.0,89.0,31.0,63.0,39.0,83.0,360.0,360.0,63.0,85.0,0,9,6,-1.0,-1.8369701987210292e-16
211.0,28.0,61.0,10278.0,10037.0,94.0,14.0,66.0,42.0,89.0,230.0,170.0,54.0,67.0,0,9,0,-1.0,-1.8369701987210292e-16
222.0,83.0,94.0,10271.0,10041.0,122.0,37.0,69.0,39.0,89.0,180.0,180.0,81.0,107.0,0,9,1,-1.0,-1.8369701987210292e-16
228.0,122.0,139.0,10213.0,9986.0,156.0,29.0,79.0,61.0,90.0,180.0,190.0,76.0,112.0,0,9,2,-1.0,-1.8369701987210292e-16
261.0,161.0,156.0,10207.0,9976.0,172.0,35.0,73.0,52.0,90.0,170.0,180.0,67.0,98.0,0,9,3,-1.0,-1.8369701987210292e-16
233.0,150.0,167.0,10196.0,9973.0,178.0,51.0,80.0,66.0,90.0,150.0,150.0,103.0,134.0,1,9,4,-1.0,-1.8369701987210292e-16
206.0,133.0,128.0,10166.0,9942.0,144.0,12.0,80.0,59.0,93.0,130.0,290.0,40.0,63.0,1,9,5,-1.0,-1.8369701987210292e-16
189.0,94.0,139.0,10054.0,9837.0,150.0,27.0,89.0,84.0,93.0,250.0,260.0,94.0,130.0,1,9,6,-1.0,-1.8369701987210292e-16
183.0,78.0,89.0,10061.0,9827.0,106.0,34.0,76.0,58.0,90.0,220.0,250.0,67.0,98.0,1,9,0,-1.0,-1.8369701987210292e-16
161.0,50.0,61.0,10095.0,9858.0,83.0,14.0,75.0,51.0,97.0,350.0,350.0,40.0,58.0,0,9,1,-1.0,-1.8369701987210292e-16
150.0,22.0,50.0,10139.0,9902.0,72.0,18.0,74.0,49.0,93.0,20.0,10.0,54.0,67.0,0,9,2,-1.0,-1.8369701987210292e-16
117.0,89.0,72.0,10156.0,9922.0,83.0,33.0,83.0,74.0,89.0,330.0,350.0,58.0,76.0,1,9,3,-1.0,-1.8369701987210292e-16
100.0,67.0,50.0,10166.0,9932.0,67.0,23.0,80.0,68.0,93.0,330.0,340.0,54.0,67.0,1,10,4,-0.8660254037844386,0.5000000000000001
133.0,61.0,56.0,10169.0,9936.0,78.0,15.0,80.0,67.0,90.0,340.0,340.0,40.0,63.0,0,10,5,-0.8660254037844386,0.5000000000000001
122.0,39.0,44.0,10176.0,9942.0,67.0,17.0,79.0,59.0,96.0,10.0,320.0,36.0,49.0,0,10,6,-0.8660254037844386,0.5000000000000001
167.0,11.0,28.0,10217.0,9976.0,61.0,15.0,70.0,38.0,89.0,10.0,330.0,54.0,63.0,0,10,0,-0.8660254037844386,0.5000000000000001
200.0,6.0,39.0,10254.0,10014.0,72.0,2.0,71.0,39.0,89.0,360.0,360.0,36.0,40.0,0,10,1,-0.8660254037844386,0.5000000000000001
211.0,17.0,50.0,10264.0,10030.0,83.0,14.0,68.0,39.0,93.0,330.0,310.0,54.0,76.0,0,10,2,-0.8660254037844386,0.5000000000000001
222.0,50.0,72.0,10224.0,9997.0,106.0,17.0,67.0,39.0,92.0,250.0,240.0,58.0,76.0,0,10,3,-0.8660254037844386,0.5000000000000001
161.0,50.0,33.0,10247.0,10003.0,72.0,21.0,62.0,32.0,86.0,60.0,20.0,58.0,76.0,0,10,4,-0.8660254037844386,0.5000000000000001
150.0,11.0,22.0,10291.0,10054.0,50.0,17.0,67.0,46.0,86.0,160.0,180.0,45.0,63.0,0,10,5,-0.8660254037844386,0.5000000000000001
139.0,28.0,56.0,10254.0,10024.0,72.0,14.0,82.0,69.0,93.0,180.0,180.0,54.0,63.0,0,10,6,-0.8660254037844386,0.5000000000000001
206.0,78.0,94.0,10200.0,9970.0,111.0,5.0,81.0,57.0,93.0,230.0,260.0,31.0,36.0,0,10,0,-0.8660254037844386,0.5000000000000001
228.0,72.0,111.0,10173.0,9949.0,128.0,4.0,80.0,57.0,93.0,260.0,300.0,27.0,31.0,0,10,1,-0.8660254037844386,0.5000000000000001
250.0,111.0,139.0,10135.0,9909.0,156.0,9.0,80.0,52.0,93.0,360.0,190.0,36.0,49.0,1,10,2,-0.8660254037844386,0.5000000000000001
194.0,111.0,122.0,10132.0,9898.0,133.0,28.0,80.0,65.0,93.0,10.0,10.0,67.0,81.0,0,10,3,-0.8660254037844386,0.5000000000000001
178.0,111.0,106.0,10132.0,9905.0,122.0,22.0,79.0,58.0,90.0,160.0,170.0,45.0,63.0,0,10,4,-0.8660254037844386,0.5000000000000001
167.0,128.0,128.0,10075.0,9854.0,133.0,49.0,90.0,87.0,93.0,170.0,160.0,98.0,134.0,1,10,5,-0.8660254037844386,0.5000000000000001
167.0,83.0,106.0,9997.0,9770.0,117.0,24.0,88.0,80.0,93.0,170.0,160.0,94.0,130.0,1,10,6,-0.8660254037844386,0.5000000000000001
111.0,50.0,50.0,10014.0,9783.0,72.0,26.0,78.0,69.0,89.0,300.0,310.0,58.0,81.0,1,10,0,-0.8660254037844386,0.5000000000000001
100.0,50.0,33.0,10037.0,9783.0,56.0,30.0,75.0,56.0,83.0,250.0,280.0,67.0,94.0,1,10,1,-0.8660254037844386,0.5000000000000001
117.0,67.0,44.0,10102.0,9858.0,72.0,20.0,74.0,61.0,83.0,300.0,330.0,54.0,72.0,0,10,2,-0.8660254037844386,0.5000000000000001
144.0,78.0,72.0,10142.0,9898.0,94.0,21.0,77.0,62.0,93.0,160.0,160.0,54.0,67.0,1,10,3,-0.8660254037844386,0.5000000000000001
167.0,83.0,100.0,10081.0,9848.0,117.0,32.0,83.0,69.0,90.0,160.0,150.0,72.0,103.0,1,10,4,-0.8660254037844386,0.5000000000000001
94.0,33.0,22.0,10125.0,9892.0,50.0,24.0,72.0,61.0,86.0,330.0,330.0,54.0,67.0,0,10,5,-0.8660254037844386,0.5000000000000001
89.0,17.0,-17.0,10132.0,9892.0,22.0,34.0,62.0,48.0,79.0,310.0,310.0,94.0,125.0,0,10,6,-0.8660254037844386,0.5000000000000001
89.0,0.0,11.0,10200.0,9959.0,33.0,12.0,75.0,66.0,85.0,240.0,240.0,36.0,49.0,0,10,0,-0.8660254037844386,0.5000000000000001
150.0,39.0,28.0,10166.0,9936.0,56.0,26.0,68.0,41.0,89.0,70.0,60.0,63.0,76.0,0,10,1,-0.8660254037844386,0.5000000000000001
83.0,28.0,17.0,10169.0,9929.0,39.0,48.0,73.0,66.0,86.0,40.0,30.0,76.0,116.0,0,10,2,-0.8660254037844386,0.5000000000000001
117.0,28.0,6.0,10183.0,9949.0,39.0,41.0,65.0,48.0,79.0,10.0,10.0,72.0,89.0,0,10,3,-0.8660254037844386,0.5000000000000001
133.0,0.0,-17.0,10176.0,9942.0,28.0,26.0,61.0,34.0,89.0,60.0,20.0,54.0,63.0,0,10,4,-0.8660254037844386,0.5000000000000001
83.0,-21.0,6.0,10173.0,9939.0,22.0,12.0,81.0,68.0,92.0,30.0,90.0,31.0,45.0,1,10,5,-0.8660254037844386,0.5000000000000001
144.0,56.0,83.0,10017.0,9804.0,94.0,45.0,86.0,81.0,90.0,130.0,150.0,94.0,130.0,1,10,6,-0.8660254037844386,0.5000000000000001
128.0,22.0,17.0,10054.0,9804.0,56.0,51.0,64.0,42.0,86.0,240.0,260.0,130.0,174.0,1,11,0,-0.5000000000000004,0.8660254037844384
94.0,11.0,-17.0,10169.0,9929.0,17.0,28.0,67.0,46.0,85.0,220.0,230.0,67.0,94.0,0,11,1,-0.5000000000000004,0.8660254037844384
61.0,-21.0,-22.0,10200.0,9956.0,0.0,11.0,78.0,65.0,92.0,300.0,300.0,40.0,63.0,0,11,2,-0.5000000000000004,0.8660254037844384
44.0,-43.0,-56.0,10251.0,10007.0,-17.0,17.0,68.0,52.0,85.0,250.0,310.0,27.0,58.0,0,11,3,-0.5000000000000004,0.8660254037844384
50.0,-49.0,-67.0,10251.0,10010.0,-22.0,17.0,63.0,40.0,85.0,310.0,310.0,63.0,98.0,0,11,4,-0.5000000000000004,0.8660254037844384
100.0,-38.0,-33.0,10234.0,9997.0,6.0,31.0,65.0,46.0,81.0,240.0,250.0,76.0,107.0,0,11,5,-0.5000000000000004,0.8660254037844384
117.0,-21.0,-28.0,10200.0,9963.0,11.0,24.0,64.0,40.0,85.0,200.0,210.0,58.0,85.0,0,11,6,-0.5000000000000004,0.8660254037844384
122.0,0.0,0.0,10183.0,9946.0,33.0,13.0,71.0,53.0,89.0,340.0,320.0,36.0,58.0,0,11,0,-0.5000000000000004,0.8660254037844384
150.0,6.0,6.0,10149.0,9909.0,39.0,25.0,68.0,44.0,89.0,310.0,320.0,63.0,89.0,0,11,1,-0.5000000000000004,0.8660254037844384
72.0,-10.0,-28.0,10159.0,9925.0,6.0,13.0,70.0,49.0,85.0,360.0,270.0,36.0,54.0,0,11,2,-0.5000000000000004,0.8660254037844384
72.0,-27.0,-33.0,10268.0,10014.0,0.0,24.0,70.0,49.0,82.0,300.0,340.0,58.0,89.0,0,11,3,-0.5000000000000004,0.8660254037844384
61.0,-27.0,-17.0,10237.0,10014.0,6.0,31.0,78.0,54.0,92.0,160.0,170.0,98.0,139.0,1,11,4,-0.5000000000000004,0.8660254037844384
106.0,11.0,28.0,10068.0,9844.0,44.0,16.0,81.0,61.0,97.0,270.0,270.0,40.0,63.0,1,11,5,-0.5000000000000004,0.8660254037844384
67.0,22.0,6.0,10044.0,9800.0,28.0,23.0,78.0,62.0,93.0,250.0,280.0,63.0,98.0,1,11,6,-0.5000000000000004,0.8660254037844384
22.0,6.0,-11.0,10020.0,9793.0,0.0,41.0,86.0,75.0,92.0,300.0,320.0,89.0,116.0,1,11,0,-0.5000000000000004,0.8660254037844384
22.0,-21.0,-50.0,10071.0,9821.0,-17.0,40.0,70.0,54.0,85.0,300.0,310.0,94.0,134.0,1,11,1,-0.5000000000000004,0.8660254037844384
11.0,-55.0,-78.0,10224.0,9976.0,-33.0,22.0,65.0,52.0,85.0,170.0,320.0,63.0,94.0,0,11,2,-0.5000000000000004,0.8660254037844384
61.0,-16.0,11.0,10132.0,9909.0,22.0,34.0,91.0,85.0,97.0,150.0,150.0,63.0,89.0,1,11,3,-0.5000000000000004,0.8660254037844384
56.0,-16.0,-17.0,10115.0,9871.0,6.0,33.0,77.0,58.0,93.0,300.0,310.0,94.0,130.0,1,11,4,-0.5000000000000004,0.8660254037844384
28.0,-27.0,-72.0,10281.0,10030.0,-28.0,22.0,60.0,44.0,72.0,300.0,300.0,76.0,121.0,0,11,5,-0.5000000000000004,0.8660254037844384
44.0,-21.0,-44.0,10240.0,10010.0,-17.0,21.0,72.0,62.0,85.0,220.0,170.0,45.0,54.0,0,11,6,-0.5000000000000004,0.8660254037844384
89.0,0.0,11.0,10075.0,9851.0,33.0,37.0,82.0,64.0,96.0,160.0,150.0,76.0,112.0,1,11,0,-0.5000000000000004,0.8660254037844384
6.0,-43.0,-78.0,10095.0,9854.0,-44.0,47.0,66.0,56.0,78.0,330.0,330.0,94.0,130.0,0,11,1,-0.5000000000000004,0.8660254037844384
17.0,-38.0,-89.0,10176.0,9929.0,-39.0,59.0,60.0,46.0,69.0,330.0,330.0,103.0,143.0,0,11,2,-0.5000000000000004,0.8660254037844384
72.0,-43.0,-89.0,10122.0,9895.0,-22.0,26.0,51.0,32.0,72.0,330.0,330.0,58.0,81.0,0,11,3,-0.5000000000000004,0.8660254037844384
22.0,-27.0,-28.0,9980.0,9763.0,-11.0,10.0,81.0,67.0,92.0,300.0,330.0,31.0,49.0,1,11,4,-0.5000000000000004,0.8660254037844384
0.0,-55.0,-67.0,9919.0,9678.0,-39.0,52.0,75.0,68.0,88.0,250.0,240.0,94.0,134.0,1,11,5,-0.5000000000000004,0.8660254037844384
-32.0,-116.0,-106.0,10058.0,9800.0,-78.0,38.0,71.0,60.0,84.0,240.0,270.0,89.0,116.0,0,11,6,-0.5000000000000004,0.8660254037844384
-38.0,-127.0,-117.0,10119.0,9881.0,-89.0,21.0,75.0,63.0,84.0,340.0,360.0,54.0,76.0,0,11,0,-0.5000000000000004,0.8660254037844384
-32.0,-105.0,-111.0,10078.0,9834.0,-78.0,34.0,69.0,53.0,81.0,310.0,290.0,76.0,107.0,0,11,1,-0.5000000000000004,0.8660254037844384
-10.0,-132.0,-106.0,10149.0,9898.0,-78.0,26.0,75.0,60.0,84.0,250.0,240.0,67.0,98.0,1,12,2,-2.4492935982947064e-16,1.0
39.0,-93.0,-44.0,10061.0,9851.0,-28.0,29.0,85.0,72.0,97.0,160.0,170.0,89.0,107.0,1,12,3,-2.4492935982947064e-16,1.0
33.0,-93.0,-78.0,9986.0,9732.0,-44.0,51.0,72.0,60.0,93.0,310.0,310.0,116.0,174.0,1,12,4,-2.4492935982947064e-16,1.0
-66.0,-143.0,-156.0,10152.0,9898.0,-117.0,22.0,67.0,52.0,77.0,240.0,270.0,54.0,72.0,0,12,5,-2.4492935982947064e-16,1.0
-49.0,-105.0,-128.0,10257.0,9997.0,-89.0,15.0,66.0,50.0,80.0,250.0,240.0,63.0,85.0,0,12,6,-2.4492935982947064e-16,1.0
94.0,-88.0,-33.0,10112.0,9909.0,-17.0,43.0,86.0,70.0,97.0,250.0,230.0,107.0,174.0,1,12,0,-2.4492935982947064e-16,1.0
44.0,-82.0,-106.0,10095.0,9827.0,-50.0,57.0,53.0,41.0,73.0,250.0,240.0,116.0,174.0,0,12,1,-2.4492935982947064e-16,1.0
-82.0,-138.0,-178.0,10220.0,9980.0,-133.0,25.0,63.0,49.0,67.0,290.0,280.0,54.0,81.0,0,12,2,-2.4492935982947064e-16,1.0
-88.0,-166.0,-178.0,10203.0,9949.0,-139.0,35.0,62.0,53.0,72.0,330.0,330.0,63.0,94.0,0,12,3,-2.4492935982947064e-16,1.0
-66.0,-177.0,-150.0,10247.0,10003.0,-122.0,18.0,78.0,62.0,85.0,170.0,170.0,58.0,76.0,1,12,4,-2.4492935982947064e-16,1.0
72.0,-66.0,-28.0,10081.0,9875.0,-17.0,26.0,89.0,82.0,93.0,190.0,200.0,76.0,116.0,1,12,5,-2.4492935982947064e-16,1.0
72.0,-10.0,-61.0,10007.0,9753.0,-6.0,64.0,55.0,44.0,89.0,250.0,250.0,134.0,206.0,1,12,6,-2.4492935982947064e-16,1.0
67.0,17.0,-39.0,10095.0,9854.0,11.0,37.0,58.0,51.0,70.0,260.0,270.0,76.0,116.0,0,12,0,-2.4492935982947064e-16,1.0
44.0,-93.0,-106.0,10254.0,9983.0,-56.0,58.0,56.0,48.0,67.0,310.0,310.0,130.0,183.0,0,12,1,-2.4492935982947064e-16,1.0
-38.0,-99.0,-139.0,10345.0,10105.0,-83.0,34.0,58.0,48.0,67.0,320.0,300.0,81.0,121.0,0,12,2,-2.4492935982947064e-16,1.0
33.0,-55.0,-22.0,10135.0,9919.0,-11.0,35.0,90.0,84.0,96.0,170.0,170.0,67.0,94.0,1,12,3,-2.4492935982947064e-16,1.0
67.0,-16.0,-22.0,10044.0,9793.0,11.0,55.0,67.0,52.0,96.0,330.0,330.0,116.0,170.0,1,12,4,-2.4492935982947064e-16,1.0
-16.0,-66.0,-128.0,10207.0,9959.0,-78.0,39.0,58.0,50.0,65.0,330.0,340.0,103.0,143.0,0,12,5,-2.4492935982947064e-16,1.0
-55.0,-99.0,-100.0,10179.0,9936.0,-78.0,26.0,80.0,74.0,84.0,320.0,320.0,54.0,72.0,1,12,6,-2.4492935982947064e-16,1.0
-77.0,-132.0,-144.0,10213.0,9980.0,-117.0,27.0,73.0,67.0,81.0,330.0,320.0,63.0,85.0,0,12,0,-2.4492935982947064e-16,1.0
6.0,-121.0,-111.0,10129.0,9881.0,-78.0,31.0,70.0,56.0,81.0,340.0,300.0,76.0,130.0,0,12,1,-2.4492935982947064e-16,1.0
-38.0,-116.0,-111.0,10047.0,9827.0,-83.0,34.0,78.0,62.0,89.0,60.0,60.0,67.0,85.0,1,12,2,-2.4492935982947064e-16,1.0
-60.0,-177.0,-178.0,10085.0,9824.0,-128.0,51.0,60.0,48.0,81.0,300.0,300.0,112.0,170.0,0,12,3,-2.4492935982947064e-16,1.0
-99.0,-221.0,-211.0,10139.0,9902.0,-167.0,25.0,61.0,49.0,75.0,310.0,300.0,72.0,103.0,0,12,4,-2.4492935982947064e-16,1.0
